ISBN,Unformatted ISBN,Book Title,ISSN,Volume,Supplement,Series Title,Year,Available Online,Shortcut URL,Publication Type,Imprint
978-0-12-119765-0,9780121197650,NMR of Polymers,,,,,1996,2007/5/9,https://www.sciencedirect.com/science/book/9780121197650,Book,Academic Press
978-0-12-156651-7,9780121566517,Human Growth and Development,,,,,2002,2007/5/9,https://www.sciencedirect.com/science/book/9780121566517,Book,Academic Press
978-0-12-339251-0,9780123392510,Invitation to the Mathematics of Fermat-Wiles,,,,,2002,2007/5/9,https://www.sciencedirect.com/science/book/9780123392510,Book,Academic Press
978-0-12-156933-4,9780121569334,"Bones, Stones and Molecules",,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780121569334,Book,Academic Press
978-0-12-327645-2,9780123276452,ICES Zooplankton Methodology Manual,,,,,2000,2007/5/9,https://www.sciencedirect.com/science/book/9780123276452,Book,Academic Press
978-0-12-249696-7,9780122496967,RNA Methodologies (Third Edition),,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780122496967,Book,Academic Press
978-0-12-329860-7,9780123298607,Heart Development,,,,,1999,2007/5/9,https://www.sciencedirect.com/science/book/9780123298607,Book,Academic Press
978-0-12-370588-4,9780123705884,Introduction to Electrophysiological Methods and Instrumentation,,,,,2006,2007/5/9,https://www.sciencedirect.com/science/book/9780123705884,Book,Academic Press
978-0-12-218870-1,9780122188701,Developing Brain Behaviour,,,,,1997,2007/5/9,https://www.sciencedirect.com/science/book/9780122188701,Book,Academic Press
978-0-12-216770-6,9780122167706,Epilepsy and Sleep,,,,,2001,2007/5/9,https://www.sciencedirect.com/science/book/9780122167706,Book,Academic Press
978-0-12-215170-5,9780122151705,Integrative Plant Anatomy,,,,,2000,2007/5/9,https://www.sciencedirect.com/science/book/9780122151705,Book,Academic Press
978-0-12-214674-9,9780122146749,Plant Biochemistry,,,,,1997,2007/5/9,https://www.sciencedirect.com/science/book/9780122146749,Book,Academic Press
978-0-12-210845-7,9780122108457,Tropical Mariculture,,,,,1998,2007/5/9,https://www.sciencedirect.com/science/book/9780122108457,Book,Academic Press
978-0-12-221285-7,9780122212857,Computer-Aided Molecular Design,,,,,1996,2007/5/9,https://www.sciencedirect.com/science/book/9780122212857,Book,Academic Press
978-0-12-219740-6,9780122197406,Acoustic and Electromagnetic Scattering Analysis Using Discrete Sources,,,,,2000,2007/5/9,https://www.sciencedirect.com/science/book/9780122197406,Book,Academic Press
978-0-12-355045-3,9780123550453,Thermodynamics (Second Edition),,,,,1999,2007/5/9,https://www.sciencedirect.com/science/book/9780123550453,Book,Academic Press
978-0-12-257060-5,9780122570605,Chemistry of the Upper and Lower Atmosphere,,,,,2000,2007/5/9,https://www.sciencedirect.com/science/book/9780122570605,Book,Academic Press
978-0-12-361160-4,9780123611604,Matthews' Plant Virology (Fourth Edition),,,,,2002,2007/5/9,https://www.sciencedirect.com/science/book/9780123611604,Book,Academic Press
978-0-12-256483-3,9780122564833,Handbook of Diversity in Parent Education,,,,,2001,2007/5/9,https://www.sciencedirect.com/science/book/9780122564833,Book,Academic Press
978-0-12-357031-4,9780123570314,Insect Molecular Genetics (Second Edition),,,,,2003,2007/5/9,https://www.sciencedirect.com/science/book/9780123570314,Book,Academic Press
978-0-12-256190-0,9780122561900,Acoustics,,,,,1999,2007/5/9,https://www.sciencedirect.com/science/book/9780122561900,Book,Academic Press
978-0-12-254105-6,9780122541056,Introductory Raman Spectroscopy (Second Edition),,,,,2003,2007/5/9,https://www.sciencedirect.com/science/book/9780122541056,Book,Academic Press
978-0-12-370420-7,9780123704207,Nitric Oxide,,,,,2000,2007/5/9,https://www.sciencedirect.com/science/book/9780123704207,Book,Academic Press
978-0-12-286981-5,9780122869815,Prostate Cancer,,,,,2003,2007/5/9,https://www.sciencedirect.com/science/book/9780122869815,Book,Academic Press
978-0-12-257745-1,9780122577451,Polymer Colloids,,,,,1997,2007/5/9,https://www.sciencedirect.com/science/book/9780122577451,Book,Academic Press
978-0-12-249103-0,9780122491030,Dynamical Models in Biology,,,,,2001,2007/5/9,https://www.sciencedirect.com/science/book/9780122491030,Book,Academic Press
978-0-12-174597-4,9780121745974,Principles of Cloning,,,,,2002,2007/5/9,https://www.sciencedirect.com/science/book/9780121745974,Book,Academic Press
978-0-12-287023-1,9780122870231,Monoclonal Antibodies (Third Edition),,,,,1996,2007/5/9,https://www.sciencedirect.com/science/book/9780122870231,Book,Academic Press
978-0-12-288145-9,9780122881459,Women and Health,,,,,2000,2007/5/9,https://www.sciencedirect.com/science/book/9780122881459,Book,Academic Press
978-0-12-311632-1,9780123116321,Innovations in Food Packaging,,,,Food Science and Technology,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780123116321,Book,Academic Press
978-0-12-243790-8,9780122437908,Introduction to Quantitative EEG and Neurofeedback,,,,,1999,2007/5/9,https://www.sciencedirect.com/science/book/9780122437908,Book,Academic Press
978-0-12-243740-3,9780122437403,Enzymology Primer for Recombinant DNA Technology,,,,,1996,2007/5/9,https://www.sciencedirect.com/science/book/9780122437403,Book,Academic Press
978-0-12-160281-9,9780121602819,The EGF Receptor Family,,,,,2003,2007/5/9,https://www.sciencedirect.com/science/book/9780121602819,Book,Academic Press
978-0-12-168110-4,9780121681104,Air Bubble Entrainment in Free-Surface Turbulent Shear Flows,,,,,1996,2007/5/9,https://www.sciencedirect.com/science/book/9780121681104,Book,Academic Press
978-0-12-274065-7,9780122740657,Principles and Practice of Clinical Research,,,,,2002,2007/5/9,https://www.sciencedirect.com/science/book/9780122740657,Book,Academic Press
978-0-12-276152-2,9780122761522,Handbook of Lithium and Natural Calcium Chloride,,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780122761522,Book,Academic Press
978-0-12-273351-2,9780122733512,Hydrocarbon Thermal Isomerizations (Second Edition),,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780122733512,Book,Academic Press
978-0-12-272250-9,9780122722509,Acute Toxicology Testing (Second Edition),,,,,1998,2007/5/9,https://www.sciencedirect.com/science/book/9780122722509,Book,Academic Press
978-0-12-141362-0,9780121413620,The Global Forest Products Model,,,,,2003,2007/5/9,https://www.sciencedirect.com/science/book/9780121413620,Book,Academic Press
978-0-12-269930-6,9780122699306,Personality Judgment,,,,,1999,2007/5/9,https://www.sciencedirect.com/science/book/9780122699306,Book,Academic Press
978-0-12-141340-8,9780121413408,The Combinatorial Index,,,,,1998,2007/5/9,https://www.sciencedirect.com/science/book/9780121413408,Book,Academic Press
978-0-12-361810-8,9780123618108,Vital Forces,,,,,2000,2007/5/9,https://www.sciencedirect.com/science/book/9780123618108,Book,Academic Press
978-0-12-278805-5,9780122788055,Human Aggression,,,,,1998,2007/5/9,https://www.sciencedirect.com/science/book/9780122788055,Book,Academic Press
978-0-12-172651-5,9780121726515,Probability and Random Processes,,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780121726515,Book,Academic Press
978-0-12-168055-8,9780121680558,Neurotoxicology,,,,,1995,2007/5/9,https://www.sciencedirect.com/science/book/9780121680558,Book,Academic Press
978-0-12-369370-9,9780123693709,BioIndustry Ethics,,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780123693709,Book,Academic Press
978-0-12-264841-0,9780122648410,Human Brain Function (Second Edition),,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780122648410,Book,Academic Press
978-0-12-369369-3,9780123693693,Proteins of the Cerebrospinal Fluid,,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780123693693,Book,Academic Press
978-0-12-369427-0,9780123694270,Geometry and Its Applications (Second Edition),,,,,2006,2007/5/9,https://www.sciencedirect.com/science/book/9780123694270,Book,Academic Press
978-0-12-362675-2,9780123626752,Viral Ecology,,,,,2000,2007/5/9,https://www.sciencedirect.com/science/book/9780123626752,Book,Academic Press
978-0-12-247570-2,9780122475702,Biology of the Lobster,,,,,1995,2007/5/9,https://www.sciencedirect.com/science/book/9780122475702,Book,Academic Press
978-0-12-267806-6,9780122678066,Assessment and Therapy,,,,,2001,2007/5/9,https://www.sciencedirect.com/science/book/9780122678066,Book,Academic Press
978-0-12-348776-6,9780123487766,Handbook of Pediatric Transfusion Medicine,,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780123487766,Book,Academic Press
978-0-12-198382-6,9780121983826,Immunology Guidebook,,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780121983826,Book,Academic Press
978-0-12-131770-6,9780121317706,A History of Transplantation Immunology,,,,,1997,2007/5/9,https://www.sciencedirect.com/science/book/9780121317706,Book,Academic Press
978-0-12-290421-9,9780122904219,Basic Medical Endocrinology (Third Edition),,,,,2003,2007/5/9,https://www.sciencedirect.com/science/book/9780122904219,Book,Academic Press
978-0-12-178075-3,9780121780753,Long-Term Studies of Vertebrate Communities,,,,,1996,2007/5/9,https://www.sciencedirect.com/science/book/9780121780753,Book,Academic Press
978-0-12-178245-0,9780121782450,Guidebook on Molecular Modeling in Drug Design,,,,,1996,2007/5/9,https://www.sciencedirect.com/science/book/9780121782450,Book,Academic Press
978-0-12-148660-0,9780121486600,From Molecules to Networks,,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780121486600,Book,Academic Press
978-0-12-174651-3,9780121746513,Functionalization of Polyolefins,,,,,2002,2007/5/9,https://www.sciencedirect.com/science/book/9780121746513,Book,Academic Press
978-0-12-370535-8,9780123705358,Theory of Simple Liquids (Third Edition),,,,,2006,2007/5/9,https://www.sciencedirect.com/science/book/9780123705358,Book,Academic Press
978-0-12-134836-6,9780121348366,Nutritional Biochemistry (Second Edition),,,,,1999,2007/5/9,https://www.sciencedirect.com/science/book/9780121348366,Book,Academic Press
978-0-12-348655-4,9780123486554,Introduction to Environmental Soil Physics,,,,,2003,2007/5/9,https://www.sciencedirect.com/science/book/9780123486554,Book,Academic Press
978-0-12-164730-8,9780121647308,Cell Biology (Third Edition),,,,,2006,2007/5/9,https://www.sciencedirect.com/science/book/9780121647308,Book,Academic Press
978-0-12-195160-3,9780121951603,Pathology and Pathogenesis of Human Viral Disease,,,,,2000,2007/5/9,https://www.sciencedirect.com/science/book/9780121951603,Book,Academic Press
978-0-12-351830-9,9780123518309,Functional Neurobiology of Aging,,,,,2001,2007/5/9,https://www.sciencedirect.com/science/book/9780123518309,Book,Academic Press
978-0-12-276151-5,9780122761515,Sodium Sulfate,,,,,2001,2007/5/9,https://www.sciencedirect.com/science/book/9780122761515,Book,Academic Press
978-0-12-352335-8,9780123523358,Air Pollution and Health,,,,,1999,2007/5/9,https://www.sciencedirect.com/science/book/9780123523358,Book,Academic Press
978-0-12-239990-9,9780122399909,Head and Neck Cancer,,,,,2003,2007/5/9,https://www.sciencedirect.com/science/book/9780122399909,Book,Academic Press
978-0-12-370464-1,9780123704641,Handbook of Evaluation Methods for Health Informatics,,,,,2006,2007/5/9,https://www.sciencedirect.com/science/book/9780123704641,Book,Academic Press
978-0-12-289631-6,9780122896316,Signal Transduction,,,,,2002,2007/5/9,https://www.sciencedirect.com/science/book/9780122896316,Book,Academic Press
978-0-12-235154-9,9780122351549,Environmental Radioactivity (Fourth Edition),,,,,1997,2007/5/9,https://www.sciencedirect.com/science/book/9780122351549,Book,Academic Press
978-0-12-384245-9,9780123842459,Adsorption of Metals by Geomedia,,,,,1998,2007/5/9,https://www.sciencedirect.com/science/book/9780123842459,Book,Academic Press
978-0-12-419239-3,9780124192393,Neurobiology of Addiction,,,,,2006,2007/5/9,https://www.sciencedirect.com/science/book/9780124192393,Book,Academic Press
978-0-12-426291-1,9780124262911,"Nonisotopic Probing, Blotting, and Sequencing (Second Edition)",,,,,1995,2007/5/9,https://www.sciencedirect.com/science/book/9780124262911,Book,Academic Press
978-0-12-386660-8,9780123866608,Forest Fires,,,,,2001,2007/5/9,https://www.sciencedirect.com/science/book/9780123866608,Book,Academic Press
978-0-12-406061-6,9780124060616,Encyclopedia of Heart Diseases,,,,,2006,2007/5/9,https://www.sciencedirect.com/science/book/9780124060616,Book,Academic Press
978-0-12-428765-5,9780124287655,"On Growth, Form and Computers",,,,,2003,2007/5/9,https://www.sciencedirect.com/science/book/9780124287655,Book,Academic Press
978-0-12-402771-8,9780124027718,Handbook of Cultural Health Psychology,,,,,2001,2007/5/9,https://www.sciencedirect.com/science/book/9780124027718,Book,Academic Press
978-0-12-427350-4,9780124273504,Plant Energetics,,,,,1998,2007/5/9,https://www.sciencedirect.com/science/book/9780124273504,Book,Academic Press
978-0-12-384357-9,9780123843579,Analytical Gas Chromatography (Second Edition),,,,,1997,2007/5/9,https://www.sciencedirect.com/science/book/9780123843579,Book,Academic Press
978-0-12-422150-5,9780124221505,The Epilepsies,,,,,1999,2007/5/9,https://www.sciencedirect.com/science/book/9780124221505,Book,Academic Press
978-0-12-404260-5,9780124042605,The Psychology of Serial Killer Investigations,,,,,2003,2007/5/9,https://www.sciencedirect.com/science/book/9780124042605,Book,Academic Press
978-0-12-396840-1,9780123968401,Controlling Chaos,,,,,1996,2007/5/9,https://www.sciencedirect.com/science/book/9780123968401,Book,Academic Press
978-0-12-396305-5,9780123963055,Clinical Biochemistry of Domestic Animals (Fifth Edition),,,,,1997,2007/5/9,https://www.sciencedirect.com/science/book/9780123963055,Book,Academic Press
978-0-12-400405-4,9780124004054,Adenosine Receptors and Parkinson's Disease,,,,,2000,2007/5/9,https://www.sciencedirect.com/science/book/9780124004054,Book,Academic Press
978-0-12-417910-3,9780124179103,Elementary Linear Programming with Applications (Second Edition),,,,,1995,2007/5/9,https://www.sciencedirect.com/science/book/9780124179103,Book,Academic Press
978-0-12-420510-9,9780124205109,Proteases of Infectious Agents,,,,,1999,2007/5/9,https://www.sciencedirect.com/science/book/9780124205109,Book,Academic Press
978-0-12-397632-1,9780123976321,Gene Therapy of the Central Nervous System,,,,,2006,2007/5/9,https://www.sciencedirect.com/science/book/9780123976321,Book,Academic Press
978-0-12-422490-2,9780124224902,Multivariate Polysplines,,,,,2001,2007/5/9,https://www.sciencedirect.com/science/book/9780124224902,Book,Academic Press
978-0-12-410950-6,9780124109506,"Biomass for Renewable Energy, Fuels, and Chemicals",,,,,1998,2007/5/9,https://www.sciencedirect.com/science/book/9780124109506,Book,Academic Press
978-0-12-415146-8,9780124151468,Fuzzy Logic in Geology,,,,,2004,2007/5/9,https://www.sciencedirect.com/science/book/9780124151468,Book,Academic Press
978-0-12-409751-3,9780124097513,Principles of Soil and Plant Water Relations,,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780124097513,Book,Academic Press
978-0-12-375731-9,9780123757319,Neurobiology of Attention,,,,,2005,2007/5/9,https://www.sciencedirect.com/science/book/9780123757319,Book,Academic Press
978-0-12-379077-4,9780123790774,Rabies,,,,,2003,2007/5/9,https://www.sciencedirect.com/science/book/9780123790774,Book,Academic Press
978-0-12-401955-3,9780124019553,Alzheimer Disease,,,,,2000,2007/5/9,https://www.sciencedirect.com/science/book/9780124019553,Book,Academic Press
978-0-12-417761-1,9780124177611,Handbook on Firesetting in Children and Youth,,,,,2002,2007/5/9,https://www.sciencedirect.com/science/book/9780124177611,Book,Academic Press
978-0-12-761914-9,9780127619149,Chromatin (Third Edition),,,,,1998,2007/5/9,https://www.sciencedirect.com/science/book/9780127619149,Book,Academic Press
978-0-12-744481-9,9780127444819,The Practice of Medicinal Chemistry (Second Edition),,,,,2003,2007/5/9,https://www.sciencedirect.com/science/book/9780127444819,Book,Academic Press
978-0-12-759760-7,9780127597607,Blood Substitutes,,,,,2006,2007/5/9,https://www.sciencedirect.com/science/book/9780127597607,Book,Academic Press
